28,86,Streamlined high-level structure,AVERAGE,AVERAGE,VERY_DIFFICULT,18.99,,false
29,488,Quality-focused encompassing knowledge base,EASY,DIFFICULT,VERY_EASY,7.58,http://dummyimage.com/175x154.jpg/dddddd/000000,true
30,744,Future-proofed directional open architecture,DIFFICULT,VERY_DIFFICULT,DIFFICULT,18.76,http://dummyimage.com/240x201.bmp/dddddd/000000,true
31,95,Pre-emptive eco-centric attitude,EASY,VERY_EASY,DIFFICULT,12.9,http://dummyimage.com/227x221.png/dddddd/000000,false
32,920,Ergonomic bottom-line standardization,VERY_DIFFICULT,DIFFICULT,VERY_DIFFICULT,12.41,http://dummyimage.com/217x129.png/cc0000/ffffff,true
33,4,Polarised dedicated neural-net,AVERAGE,VERY_DIFFICULT,VERY_EASY,18.43,http://dummyimage.com/199x155.bmp/cc0000/ffffff,false
34,520,Multi-layered 3rd generation moderator,VERY_DIFFICULT,DIFFICULT,EASY,7.94,http://dummyimage.com/151x115.bmp/5fa2dd/ffffff,true
35,657,Progressive holistic matrix,AVERAGE,VERY_EASY,VERY_EASY,2.91,http://dummyimage.com/184x225.jpg/5fa2dd/ffffff,true
36,723,Advanced intangible workforce,EASY,DIFFICULT,VERY_EASY,4.05,http://dummyimage.com/121x109.png/cc0000/ffffff,true
37,635,Adaptive reciprocal parallelism,DIFFICULT,DIFFICULT,VERY_EASY,3.91,http://dummyimage.com/236x109.bmp/ff4444/ffffff,true
38,886,Assimilated tangible groupware,EASY,VERY_EASY,AVERAGE,17.27,http://dummyimage.com/149x214.bmp/ff4444/ffffff,false
39,957,Open-architected static analyzer,AVERAGE,VERY_EASY,VERY_DIFFICULT,1.59,http://dummyimage.com/126x155.png/ff4444/ffffff,false
40,754,Face to face stable standardization,DIFFICULT,VERY_DIFFICULT,EASY,17.52,http://dummyimage.com/224x188.bmp/cc0000/ffffff,true
41,64,Progressive maximized website,VERY_DIFFICULT,VERY_DIFFICULT,DIFFICULT,6.6,http://dummyimage.com/244x219.bmp/cc0000/ffffff,false
42,623,Vision-oriented 24/7 artificial intelligence,EASY,DIFFICULT,AVERAGE,10.69,http://dummyimage.com/224x197.jpg/5fa2dd/ffffff,true
43,792,Future-proofed background data-warehouse,DIFFICULT,VERY_EASY,EASY,14.04,http://dummyimage.com/148x139.png/cc0000/ffffff,true
44,892,Profound cohesive frame,DIFFICULT,EASY,VERY_DIFFICULT,10.89,http://dummyimage.com/160x117.jpg/5fa2dd/ffffff,true
45,551,Profound 24 hour ability,DIFFICULT,VERY_EASY,VERY_DIFFICULT,9.34,http://dummyimage.com/193x136.jpg/cc0000/ffffff,true
46,16,Mandatory client-server paradigm,VERY_DIFFICULT,EASY,VERY_DIFFICULT,6.54,http://dummyimage.com/128x132.jpg/cc0000/ffffff,false
47,525,De-engineered next generation throughput,VERY_EASY,EASY,EASY,11.32,http://dummyimage.com/116x186.jpg/5fa2dd/ffffff,true
48,791,Seamless asynchronous success,AVERAGE,VERY_DIFFICULT,DIFFICULT,6.91,http://dummyimage.com/113x135.jpg/ff4444/ffffff,true
49,740,Networked next generation local area network,VERY_EASY,VERY_EASY,EASY,17.77,http://dummyimage.com/166x203.bmp/ff4444/ffffff,true
50,552,Reduced optimizing access,VERY_DIFFICULT,EASY,VERY_DIFFICULT,2.36,http://dummyimage.com/118x164.bmp/5fa2dd/ffffff,false
51,69,Cloned dynamic protocol,AVERAGE,EASY,VERY_DIFFICULT,3.03,http://dummyimage.com/148x116.jpg/ff4444/ffffff,false
52,590,Enterprise-wide grid-enabled open architecture,VERY_DIFFICULT,VERY_EASY,DIFFICULT,10.58,http://dummyimage.com/195x238.png/dddddd/000000,true
53,187,Future-proofed upward-trending challenge,DIFFICULT,VERY_EASY,AVERAGE,2.49,http://dummyimage.com/185x135.bmp/cc0000/ffffff,false
54,276,Object-based systematic firmware,AVERAGE,VERY_DIFFICULT,VERY_DIFFICULT,18.06,http://dummyimage.com/123x246.png/5fa2dd/ffffff,true
55,208,Automated local portal,VERY_DIFFICULT,DIFFICULT,AVERAGE,16.0,http://dummyimage.com/249x130.jpg/5fa2dd/ffffff,true
56,55,Quality-focused system-worthy success,VERY_DIFFICULT,EASY,VERY_DIFFICULT,8.69,http://dummyimage.com/150x112.bmp/5fa2dd/ffffff,true
57,583,Open-source responsive ability,AVERAGE,VERY_DIFFICULT,VERY_DIFFICULT,9.48,http://dummyimage.com/101x234.jpg/cc0000/ffffff,true
58,965,Vision-oriented object-oriented application,VERY_DIFFICULT,AVERAGE,VERY_DIFFICULT,7.64,http://dummyimage.com/203x144.jpg/5fa2dd/ffffff,false
59,655,Multi-tiered contextually-based extranet,AVERAGE,AVERAGE,VERY_EASY,4.02,http://dummyimage.com/221x171.png/dddddd/000000,false
60,77,Fully-configurable dynamic firmware,VERY_EASY,EASY,VERY_EASY,14.53,http://dummyimage.com/171x188.bmp/dddddd/000000,false
61,710,Organized 24 hour extranet,AVERAGE,AVERAGE,VERY_DIFFICULT,11.97,http://dummyimage.com/158x101.jpg/dddddd/000000,false
62,341,Stand-alone radical synergy,VERY_EASY,EASY,VERY_DIFFICULT,10.75,http://dummyimage.com/166x154.png/ff4444/ffffff,false
63,142,Optimized 5th generation leverage,EASY,VERY_EASY,AVERAGE,4.46,http://dummyimage.com/132x138.png/cc0000/ffffff,true
64,699,Reactive optimal focus group,VERY_DIFFICULT,VERY_DIFFICULT,DIFFICULT,10.55,http://dummyimage.com/241x203.bmp/cc0000/ffffff,true
65,546,Automated non-volatile internet solution,VERY_DIFFICULT,EASY,VERY_DIFFICULT,15.75,http://dummyimage.com/193x195.png/5fa2dd/ffffff,false
66,716,Mandatory uniform leverage,EASY,EASY,VERY_EASY,7.1,http://dummyimage.com/111x124.bmp/dddddd/000000,false
67,842,Enterprise-wide next generation monitoring,AVERAGE,VERY_EASY,VERY_EASY,16.58,http://dummyimage.com/145x113.png/5fa2dd/ffffff,true
68,953,Re-engineered secondary parallelism,VERY_EASY,DIFFICULT,DIFFICULT,2.42,http://dummyimage.com/101x211.bmp/dddddd/000000,true
69,104,Seamless object-oriented infrastructure,EASY,DIFFICULT,DIFFICULT,18.01,http://dummyimage.com/246x209.png/ff4444/ffffff,false
70,122,Realigned analyzing archive,AVERAGE,AVERAGE,VERY_DIFFICULT,2.29,http://dummyimage.com/202x219.bmp/5fa2dd/ffffff,false
71,626,Inverse fault-tolerant workforce,VERY_DIFFICULT,VERY_EASY,DIFFICULT,9.1,,true
72,473,Multi-channelled next generation capability,EASY,VERY_DIFFICULT,AVERAGE,11.67,http://dummyimage.com/179x207.bmp/cc0000/ffffff,false
73,852,Advanced disintermediate complexity,EASY,AVERAGE,VERY_EASY,13.95,http://dummyimage.com/164x240.bmp/ff4444/ffffff,true
74,571,Customizable 3rd generation hardware,EASY,VERY_DIFFICULT,EASY,14.0,http://dummyimage.com/234x183.jpg/cc0000/ffffff,false
75,81,Up-sized local superstructure,VERY_EASY,EASY,AVERAGE,6.73,http://dummyimage.com/214x159.jpg/dddddd/000000,true
76,712,Organized demand-driven protocol,VERY_EASY,EASY,VERY_EASY,13.42,http://dummyimage.com/177x176.bmp/ff4444/ffffff,true
77,376,Triple-buffered empowering matrix,AVERAGE,VERY_DIFFICULT,DIFFICULT,2.23,,true
78,262,Assimilated client-server groupware,VERY_EASY,DIFFICULT,EASY,15.92,http://dummyimage.com/209x109.bmp/dddddd/000000,false
79,140,Up-sized fresh-thinking challenge,EASY,DIFFICULT,EASY,5.68,http://dummyimage.com/102x213.jpg/dddddd/000000,true
80,24,Quality-focused optimal benchmark,EASY,AVERAGE,DIFFICULT,15.45,http://dummyimage.com/125x114.bmp/ff4444/ffffff,true
81,249,Business-focused logistical moderator,VERY_DIFFICULT,VERY_EASY,EASY,19.42,http://dummyimage.com/188x223.bmp/dddddd/000000,true
82,309,Implemented maximized instruction set,AVERAGE,AVERAGE,EASY,19.51,http://dummyimage.com/230x132.jpg/ff4444/ffffff,true
83,912,Multi-layered empowering hardware,AVERAGE,VERY_EASY,AVERAGE,9.24,http://dummyimage.com/191x118.png/5fa2dd/ffffff,true
84,528,Cloned systemic task-force,AVERAGE,VERY_DIFFICULT,VERY_EASY,14.98,http://dummyimage.com/234x248.bmp/5fa2dd/ffffff,true
85,46,Persevering well-modulated migration,DIFFICULT,VERY_EASY,AVERAGE,12.5,http://dummyimage.com/193x127.bmp/cc0000/ffffff,true
86,781,Horizontal background function,DIFFICULT,VERY_DIFFICULT,VERY_EASY,12.86,http://dummyimage.com/134x197.jpg/ff4444/ffffff,false
87,766,Synergized asymmetric concept,AVERAGE,EASY,AVERAGE,5.98,http://dummyimage.com/138x180.jpg/5fa2dd/ffffff,true
88,967,Re-engineered hybrid interface,VERY_DIFFICULT,AVERAGE,DIFFICULT,7.27,http://dummyimage.com/195x186.bmp/ff4444/ffffff,true
89,195,Persistent mobile benchmark,AVERAGE,VERY_EASY,VERY_DIFFICULT,6.52,http://dummyimage.com/226x161.jpg/dddddd/000000,true
90,30,Customer-focused dynamic parallelism,VERY_DIFFICULT,DIFFICULT,EASY,5.16,,true
91,514,Right-sized fault-tolerant local area network,VERY_DIFFICULT,DIFFICULT,AVERAGE,18.01,http://dummyimage.com/133x191.jpg/cc0000/ffffff,true
92,838,Enhanced object-oriented open architecture,DIFFICULT,DIFFICULT,VERY_DIFFICULT,8.89,http://dummyimage.com/117x145.bmp/5fa2dd/ffffff,true
93,538,Digitized tangible parallelism,VERY_EASY,AVERAGE,VERY_EASY,2.05,http://dummyimage.com/145x250.jpg/5fa2dd/ffffff,false
94,183,Ameliorated modular throughput,VERY_EASY,DIFFICULT,AVERAGE,13.81,http://dummyimage.com/226x112.bmp/cc0000/ffffff,false
95,26,Horizontal hybrid customer loyalty,VERY_EASY,EASY,AVERAGE,3.54,,false
96,916,Customer-focused value-added product,VERY_DIFFICULT,VERY_EASY,VERY_DIFFICULT,14.76,http://dummyimage.com/244x232.jpg/cc0000/ffffff,true
97,680,Ergonomic didactic protocol,EASY,AVERAGE,EASY,17.16,http://dummyimage.com/204x127.jpg/ff4444/ffffff,true
98,4,Triple-buffered value-added projection,EASY,DIFFICULT,VERY_EASY,6.93,http://dummyimage.com/210x157.bmp/5fa2dd/ffffff,true
99,271,Distributed value-added customer loyalty,DIFFICULT,DIFFICULT,EASY,12.84,,true
100,284,Versatile mobile adapter,VERY_DIFFICULT,AVERAGE,VERY_DIFFICULT,19.82,http://dummyimage.com/116x224.bmp/dddddd/000000,false
101,158,Integrated 4th generation support,AVERAGE,EASY,EASY,19.79,http://dummyimage.com/105x159.png/cc0000/ffffff,true
102,268,Devolved mission-critical capacity,EASY,AVERAGE,VERY_DIFFICULT,5.35,http://dummyimage.com/239x224.png/ff4444/ffffff,false
103,715,Devolved dynamic emulation,DIFFICULT,AVERAGE,EASY,14.82,http://dummyimage.com/122x137.png/cc0000/ffffff,true
104,909,Integrated zero tolerance secured line,EASY,EASY,EASY,1.27,http://dummyimage.com/178x126.jpg/5fa2dd/ffffff,false
105,727,Object-based real-time orchestration,VERY_EASY,VERY_EASY,VERY_EASY,15.15,http://dummyimage.com/142x137.png/ff4444/ffffff,true
106,909,Function-based object-oriented initiative,VERY_DIFFICULT,AVERAGE,VERY_DIFFICULT,10.63,,true
107,408,Profit-focused modular monitoring,VERY_DIFFICULT,EASY,VERY_EASY,11.84,http://dummyimage.com/112x104.bmp/ff4444/ffffff,false
108,542,Versatile 4th generation intranet,EASY,EASY,EASY,4.39,http://dummyimage.com/115x115.png/cc0000/ffffff,false
109,533,Virtual multi-tasking array,EASY,DIFFICULT,AVERAGE,3.03,http://dummyimage.com/194x160.jpg/ff4444/ffffff,true
110,666,Programmable background migration,DIFFICULT,VERY_DIFFICULT,VERY_EASY,10.0,http://dummyimage.com/241x196.bmp/dddddd/000000,true
111,369,Versatile coherent capability,VERY_EASY,VERY_EASY,DIFFICULT,17.67,http://dummyimage.com/233x153.png/cc0000/ffffff,false
112,784,Cloned background capacity,DIFFICULT,DIFFICULT,DIFFICULT,18.49,http://dummyimage.com/162x250.jpg/ff4444/ffffff,false
113,221,Profit-focused scalable groupware,VERY_EASY,DIFFICULT,EASY,13.49,http://dummyimage.com/215x102.png/5fa2dd/ffffff,false
114,365,Optional motivating groupware,VERY_DIFFICULT,VERY_DIFFICULT,DIFFICULT,6.43,http://dummyimage.com/104x236.png/ff4444/ffffff,true
115,800,Advanced static functionalities,VERY_EASY,VERY_DIFFICULT,VERY_EASY,16.39,http://dummyimage.com/100x104.jpg/ff4444/ffffff,false
116,284,Triple-buffered dynamic adapter,AVERAGE,EASY,AVERAGE,15.04,http://dummyimage.com/189x100.bmp/cc0000/ffffff,true
117,488,Centralized reciprocal methodology,DIFFICULT,EASY,VERY_EASY,10.17,http://dummyimage.com/142x237.png/5fa2dd/ffffff,false
118,489,Versatile value-added methodology,VERY_EASY,EASY,EASY,5.44,,false
119,857,Reactive explicit alliance,VERY_DIFFICULT,AVERAGE,AVERAGE,11.05,http://dummyimage.com/229x239.bmp/dddddd/000000,false
120,773,Triple-buffered intangible product,AVERAGE,VERY_EASY,EASY,8.93,http://dummyimage.com/134x220.png/cc0000/ffffff,true
121,501,Balanced eco-centric help-desk,EASY,EASY,DIFFICULT,13.4,http://dummyimage.com/176x104.jpg/5fa2dd/ffffff,false
122,813,Reduced intangible conglomeration,AVERAGE,VERY_EASY,EASY,14.22,http://dummyimage.com/136x200.png/5fa2dd/ffffff,true
123,464,Cloned needs-based middleware,AVERAGE,VERY_EASY,DIFFICULT,9.72,,false
124,568,Diverse interactive definition,VERY_EASY,DIFFICULT,AVERAGE,11.11,http://dummyimage.com/207x191.png/cc0000/ffffff,false
125,457,Future-proofed asymmetric framework,VERY_EASY,VERY_DIFFICULT,AVERAGE,10.55,http://dummyimage.com/103x157.png/dddddd/000000,false
126,257,Visionary transitional access,VERY_DIFFICULT,VERY_DIFFICULT,VERY_EASY,4.87,http://dummyimage.com/164x194.bmp/5fa2dd/ffffff,false
127,812,Front-line asymmetric help-desk,VERY_DIFFICULT,AVERAGE,DIFFICULT,2.49,http://dummyimage.com/177x211.jpg/dddddd/000000,true
128,552,Open-source systemic help-desk,DIFFICULT,VERY_EASY,AVERAGE,14.95,http://dummyimage.com/120x241.png/ff4444/ffffff,true
129,682,Extended eco-centric workforce,AVERAGE,AVERAGE,VERY_EASY,4.24,http://dummyimage.com/246x103.bmp/dddddd/000000,true
130,337,Reduced bandwidth-monitored support,EASY,DIFFICULT,EASY,16.98,http://dummyimage.com/129x249.bmp/cc0000/ffffff,true
131,138,Phased analyzing pricing structure,AVERAGE,VERY_EASY,VERY_DIFFICULT,3.55,,false
132,839,Customizable well-modulated protocol,VERY_EASY,VERY_DIFFICULT,AVERAGE,4.98,http://dummyimage.com/159x241.jpg/cc0000/ffffff,true
133,622,Ergonomic exuding budgetary management,DIFFICULT,VERY_DIFFICULT,VERY_EASY,13.83,,false
134,613,Open-architected user-facing implementation,EASY,EASY,DIFFICULT,1.78,http://dummyimage.com/245x193.bmp/cc0000/ffffff,false
135,237,Monitored responsive function,AVERAGE,VERY_DIFFICULT,VERY_EASY,4.99,http://dummyimage.com/158x172.bmp/ff4444/ffffff,false
136,28,Fully-configurable full-range frame,EASY,DIFFICULT,AVERAGE,15.83,http://dummyimage.com/219x158.bmp/ff4444/ffffff,false
137,410,Centralized bandwidth-monitored implementation,AVERAGE,DIFFICULT,VERY_DIFFICULT,11.39,http://dummyimage.com/119x232.png/ff4444/ffffff,true
138,196,User-friendly secondary data-warehouse,EASY,VERY_EASY,EASY,18.22,,false
139,832,Total modular core,VERY_DIFFICULT,EASY,DIFFICULT,4.28,,false
140,176,Virtual systematic middleware,AVERAGE,DIFFICULT,VERY_DIFFICULT,3.42,http://dummyimage.com/181x212.jpg/cc0000/ffffff,true
141,22,Reactive cohesive info-mediaries,VERY_EASY,VERY_EASY,VERY_EASY,10.74,,false
142,311,Business-focused bandwidth-monitored info-mediaries,VERY_DIFFICULT,EASY,AVERAGE,12.34,http://dummyimage.com/203x185.jpg/dddddd/000000,true
143,1,Organic systematic orchestration,DIFFICULT,VERY_EASY,EASY,7.83,http://dummyimage.com/243x168.bmp/dddddd/000000,true
144,12,Synergized executive data-warehouse,VERY_DIFFICULT,DIFFICULT,AVERAGE,6.76,,false
145,564,Universal empowering leverage,VERY_EASY,VERY_EASY,EASY,14.86,http://dummyimage.com/196x208.png/ff4444/ffffff,true
146,881,Versatile human-resource standardization,AVERAGE,AVERAGE,VERY_EASY,3.64,http://dummyimage.com/250x139.png/cc0000/ffffff,true
147,267,Quality-focused maximized local area network,VERY_DIFFICULT,VERY_DIFFICULT,AVERAGE,10.42,http://dummyimage.com/198x227.png/5fa2dd/ffffff,false
148,138,Fundamental 24 hour budgetary management,VERY_EASY,EASY,AVERAGE,10.14,http://dummyimage.com/151x110.png/dddddd/000000,true
149,773,Self-enabling uniform methodology,DIFFICULT,VERY_DIFFICULT,EASY,6.75,http://dummyimage.com/183x231.jpg/dddddd/000000,false
150,344,Organic empowering strategy,AVERAGE,EASY,AVERAGE,8.75,http://dummyimage.com/242x159.png/5fa2dd/ffffff,true
151,903,Vision-oriented attitude-oriented migration,DIFFICULT,VERY_EASY,EASY,8.88,http://dummyimage.com/236x188.png/dddddd/000000,true
152,694,Enhanced client-server throughput,VERY_EASY,VERY_DIFFICULT,VERY_EASY,16.08,http://dummyimage.com/114x126.png/dddddd/000000,true
153,401,Automated 6th generation synergy,DIFFICULT,AVERAGE,EASY,11.99,http://dummyimage.com/209x139.png/cc0000/ffffff,true
154,239,Sharable optimizing hub,VERY_DIFFICULT,VERY_DIFFICULT,VERY_EASY,11.56,,false
155,372,Extended high-level framework,AVERAGE,VERY_EASY,VERY_EASY,16.82,http://dummyimage.com/115x115.bmp/dddddd/000000,false
156,153,Versatile 6th generation ability,VERY_EASY,AVERAGE,EASY,13.08,http://dummyimage.com/218x222.png/dddddd/000000,true
157,243,Streamlined high-level structure,DIFFICULT,VERY_DIFFICULT,VERY_DIFFICULT,14.47,,false
158,604,Secured fault-tolerant portal,VERY_DIFFICULT,VERY_EASY,VERY_DIFFICULT,18.15,http://dummyimage.com/126x214.png/cc0000/ffffff,false
159,636,Synergistic didactic implementation,VERY_EASY,DIFFICULT,VERY_EASY,11.65,http://dummyimage.com/179x124.png/5fa2dd/ffffff,true
160,940,Sharable 5th generation toolset,DIFFICULT,EASY,DIFFICULT,19.37,http://dummyimage.com/234x103.png/dddddd/000000,false
161,788,Organic systemic budgetary management,DIFFICULT,AVERAGE,AVERAGE,3.18,http://dummyimage.com/148x114.png/ff4444/ffffff,false
162,702,Balanced directional monitoring,DIFFICULT,VERY_DIFFICULT,EASY,19.54,http://dummyimage.com/170x213.bmp/5fa2dd/ffffff,false
163,466,Integrated impactful intranet,VERY_DIFFICULT,DIFFICULT,DIFFICULT,12.72,http://dummyimage.com/133x134.jpg/ff4444/ffffff,false
164,741,Robust systemic secured line,DIFFICULT,EASY,VERY_DIFFICULT,2.49,http://dummyimage.com/235x174.jpg/dddddd/000000,false
165,532,Managed intermediate hub,EASY,VERY_DIFFICULT,EASY,4.09,http://dummyimage.com/193x126.png/cc0000/ffffff,true
166,698,Intuitive attitude-oriented function,DIFFICULT,DIFFICULT,AVERAGE,18.58,http://dummyimage.com/226x108.bmp/5fa2dd/ffffff,false
167,481,Virtual modular superstructure,EASY,DIFFICULT,DIFFICULT,14.99,http://dummyimage.com/217x218.bmp/cc0000/ffffff,true
168,88,Persevering reciprocal interface,VERY_DIFFICULT,VERY_EASY,DIFFICULT,15.47,,false
169,54,Innovative contextually-based data-warehouse,VERY_DIFFICULT,VERY_EASY,VERY_EASY,4.36,http://dummyimage.com/174x170.jpg/dddddd/000000,false
170,308,Enhanced user-facing orchestration,DIFFICULT,EASY,AVERAGE,15.47,http://dummyimage.com/143x208.bmp/ff4444/ffffff,false
171,499,Centralized reciprocal throughput,VERY_DIFFICULT,VERY_DIFFICULT,DIFFICULT,5.79,http://dummyimage.com/239x197.png/ff4444/ffffff,false
172,398,Diverse asymmetric utilisation,AVERAGE,VERY_DIFFICULT,DIFFICULT,3.56,,true
173,330,Pre-emptive reciprocal database,VERY_EASY,AVERAGE,DIFFICULT,16.35,http://dummyimage.com/188x137.bmp/ff4444/ffffff,false
174,290,Fundamental disintermediate success,VERY_DIFFICULT,EASY,EASY,15.12,http://dummyimage.com/143x211.png/5fa2dd/ffffff,true
175,475,Balanced logistical adapter,DIFFICULT,DIFFICULT,AVERAGE,10.27,http://dummyimage.com/119x217.bmp/ff4444/ffffff,true
176,464,Open-architected reciprocal definition,VERY_EASY,EASY,VERY_EASY,12.73,http://dummyimage.com/225x120.jpg/5fa2dd/ffffff,false
177,75,Managed holistic matrices,VERY_DIFFICULT,VERY_DIFFICULT,AVERAGE,11.17,http://dummyimage.com/242x196.jpg/ff4444/ffffff,true
178,329,Inverse grid-enabled orchestration,VERY_EASY,AVERAGE,AVERAGE,3.07,,true
179,190,Advanced zero defect frame,DIFFICULT,EASY,DIFFICULT,2.31,http://dummyimage.com/124x114.bmp/dddddd/000000,true
180,267,Inverse radical workforce,EASY,VERY_DIFFICULT,AVERAGE,18.92,http://dummyimage.com/117x149.jpg/cc0000/ffffff,false
181,844,Synchronised human-resource parallelism,VERY_DIFFICULT,VERY_DIFFICULT,DIFFICULT,3.08,http://dummyimage.com/103x116.jpg/ff4444/ffffff,true
182,152,Diverse human-resource forecast,EASY,EASY,EASY,13.17,http://dummyimage.com/100x241.jpg/dddddd/000000,true
183,448,Digitized maximized challenge,EASY,VERY_DIFFICULT,AVERAGE,11.2,http://dummyimage.com/223x135.png/cc0000/ffffff,false
184,26,Reverse-engineered 6th generation focus group,AVERAGE,VERY_DIFFICULT,VERY_DIFFICULT,16.28,,true
185,891,Open-architected next generation local area network,VERY_EASY,VERY_EASY,VERY_DIFFICULT,3.53,http://dummyimage.com/122x197.bmp/cc0000/ffffff,false
186,967,Fundamental modular infrastructure,VERY_DIFFICULT,VERY_EASY,VERY_EASY,8.79,http://dummyimage.com/149x106.bmp/dddddd/000000,true
187,954,Ergonomic cohesive functionalities,DIFFICULT,EASY,VERY_DIFFICULT,9.99,http://dummyimage.com/219x103.jpg/ff4444/ffffff,true
188,459,Triple-buffered systemic architecture,AVERAGE,VERY_EASY,VERY_DIFFICULT,13.0,,false
189,361,Monitored scalable encoding,AVERAGE,VERY_EASY,VERY_DIFFICULT,13.95,http://dummyimage.com/170x190.png/5fa2dd/ffffff,false
190,690,Devolved zero defect project,VERY_EASY,AVERAGE,DIFFICULT,16.32,http://dummyimage.com/184x163.bmp/dddddd/000000,true
191,514,Total responsive toolset,AVERAGE,VERY_EASY,AVERAGE,9.08,http://dummyimage.com/224x169.png/dddddd/000000,true
192,862,Profound web-enabled conglomeration,EASY,AVERAGE,EASY,8.26,http://dummyimage.com/176x164.bmp/5fa2dd/ffffff,false
193,752,De-engineered optimal strategy,EASY,EASY,AVERAGE,17.13,,true
194,836,Streamlined static implementation,DIFFICULT,VERY_DIFFICULT,DIFFICULT,5.88,http://dummyimage.com/164x158.png/ff4444/ffffff,false
195,594,Switchable value-added flexibility,AVERAGE,EASY,AVERAGE,4.22,http://dummyimage.com/233x224.png/cc0000/ffffff,false
196,927,Configurable fresh-thinking local area network,EASY,VERY_DIFFICULT,EASY,18.9,http://dummyimage.com/130x220.bmp/5fa2dd/ffffff,false
197,98,Robust fresh-thinking challenge,DIFFICULT,VERY_EASY,AVERAGE,1.72,http://dummyimage.com/118x159.bmp/cc0000/ffffff,false
198,809,Progressive systematic alliance,VERY_DIFFICULT,VERY_EASY,DIFFICULT,2.09,http://dummyimage.com/145x212.bmp/ff4444/ffffff,false
199,723,Re-engineered non-volatile infrastructure,VERY_DIFFICULT,AVERAGE,EASY,5.75,http://dummyimage.com/130x193.bmp/5fa2dd/ffffff,true
200,766,Re-contextualized optimizing task-force,AVERAGE,VERY_EASY,VERY_EASY,8.88,http://dummyimage.com/186x119.jpg/5fa2dd/ffffff,false
201,354,Fully-configurable human-resource policy,VERY_DIFFICULT,AVERAGE,VERY_DIFFICULT,5.09,http://dummyimage.com/168x155.bmp/dddddd/000000,true
